n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
7,3,2,300,None,4.1999999666586518288e-05,0.00,None,
10,10,1,51,None,4.7000001359265297651e-05,0.00,None,
11,11,1,79,None,3.6000001273350790143e-05,0.00,None,
12,12,1,54,None,3.9999998989515006542e-05,0.00,None,
13,13,2,145,None,3.7999998312443494797e-05,0.00,None,
14,14,1,55,None,4.6000001020729541779e-05,0.00,None,
15,15,2,106,None,4.9999998736893758178e-05,0.00,None,
16,16,2,130,None,6.2999999499879777431e-05,0.00,None,
17,17,2,105,None,5.1999999413965269923e-05,0.00,None,
18,18,2,121,None,5.800000144517980516e-05,0.00,None,
19,19,2,129,None,5.7000001106644049287e-05,0.00,None,
20,20,3,188,None,0.00011100000119768083096,0.00,None,
21,21,2,120,None,6.0999998822808265686e-05,0.00,None,
22,22,3,171,None,6.600000051548704505e-05,0.00,None,
23,23,2,147,None,6.600000051548704505e-05,0.00,None,
24,24,3,181,None,7.9999997979030013084e-05,0.00,None,
25,25,4,237,None,7.4000003223773092031e-05,0.00,None,
26,26,3,161,None,7.2000002546701580286e-05,0.00,None,
27,27,3,180,None,6.8000001192558556795e-05,0.00,None,
28,28,3,158,None,7.5999996624886989594e-05,0.00,None,
29,29,3,186,None,7.8999997640494257212e-05,0.00,None,
30,30,3,182,None,8.6000000010244548321e-05,0.00,None,
31,31,4,215,None,9.6999996458180248737e-05,0.00,None,
32,32,3,187,None,7.9999997979030013084e-05,0.00,None,
33,33,3,178,None,8.8000000687316060066e-05,0.00,None,
34,34,3,182,None,9.8999997135251760483e-05,0.00,None,
35,35,4,237,None,9.4000002718530595303e-05,0.00,None,
36,36,5,345,None,9.9999997473787516356e-05,0.00,None,
37,37,3,163,None,0.00014099999680183827877,0.00,None,
38,38,4,260,None,9.799999679671600461e-05,0.00,None,
39,39,4,229,None,0.00012500000593718141317,0.00,None,
40,40,4,236,None,0.00010099999781232327223,0.00,None,
41,41,4,251,None,0.00010699999984353780746,0.00,None,
42,42,7,412,None,0.00018200000340584665537,0.00,None,
43,43,4,243,None,0.00011700000322889536619,0.00,None,
44,44,5,356,None,0.00016199999663513153791,0.00,None,
45,45,4,239,None,0.0001130000018747523427,0.00,None,
46,46,5,301,None,0.00011700000322889536619,0.00,None,
47,47,5,284,None,0.00013600000238511711359,0.00,None,
48,48,5,287,None,0.00017899999511428177357,0.00,None,
49,49,5,275,None,0.00014800000644754618406,0.00,None,
50,50,5,314,None,0.00013699999544769525528,0.00,None,
51,51,5,291,None,0.0001289999927394092083,0.00,None,
52,52,6,358,None,0.00013800000306218862534,0.00,None,
53,53,6,404,None,0.00018899999849963933229,0.00,None,
54,54,5,278,None,0.00013299999409355223179,0.00,None,
90,90,10,591,None,0.00036999999429099261761,0.00,None,
120,120,13,701,None,0.0004459999909158796072,0.00,None,
150,150,14,770,None,0.0004269999917596578598,0.00,None,
180,180,17,965,None,0.00059900002088397741318,0.00,None,
210,210,19,1098,None,0.00066700001480057835579,0.00,None,
240,240,20,1161,None,0.00096400000620633363724,0.00,None,
270,270,23,1243,None,0.0010379999876022338867,0.00,None,
300,300,30,1817,None,0.0013599999947473406792,0.00,None,
330,330,33,1942,None,0.001887000049464404583,0.00,None,
360,360,34,2052,None,0.0016659999964758753777,0.00,None,
550,550,48,2841,None,0.0031979999039322137833,0.00,None,
600,600,61,3633,None,0.0042030001059174537659,0.00,None,
650,650,64,3775,None,0.004703000187873840332,0.00,None,
700,700,67,3835,None,0.0050760000012814998627,0.00,None,
750,750,69,4017,None,0.0063089998438954353333,0.00,None,
800,800,76,4489,None,0.0063700000755488872528,0.00,None,
850,850,76,4503,None,0.0065179998055100440979,0.00,None,
900,900,78,4625,None,0.0074689998291432857513,0.01,None,
950,950,89,5308,None,0.0084509998559951782227,0.01,None,
10000,10000,922,53952,None,0.78453898429870605469,0.79,None,
1000,1000,94,5579,None,0.0091270003467798233032,0.01,None,
2000,2000,188,11217,None,0.033716000616550445557,0.03,None,
3000,3000,273,16019,None,0.073179997503757476807,0.07,None,
4000,4000,371,21701,None,0.13211800158023834229,0.13,None,
5000,5000,465,27568,None,0.21960599720478057861,0.22,None,
6000,6000,556,32746,None,0.28135600686073303223,0.28,None,
7000,7000,653,38368,None,0.2627849876880645752,0.26,None,
8000,8000,740,43364,None,0.29731300473213195801,0.30,None,
9000,9000,839,49632,None,0.37125501036643981934,0.37,None,
