n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
7,3,2,300,None,0.00011100000119768083096,0.00,300,
10,3,1,58,None,0.00011999999696854501963,0.00,300,
11,3,3,218,None,0.0001699999993434175849,0.00,300,
12,4,3,236,None,0.00011400000221328809857,0.00,300,
13,4,2,168,None,0.00012199999764561653137,0.00,300,
14,4,3,172,None,0.00013299999409355223179,0.00,300,
15,5,2,110,None,0.00015900000289548188448,0.00,300,
16,5,2,128,None,0.00014699999883305281401,0.00,300,
17,5,2,165,None,0.00013899999612476676702,0.00,300,
18,6,2,161,None,0.00015300000086426734924,0.00,300,
19,6,3,219,None,0.00015399999392684549093,0.00,300,
20,6,2,112,None,0.00016100000357255339622,0.00,300,
21,7,3,186,None,0.00017800000205170363188,0.00,300,
22,7,3,186,None,0.00017299999308306723833,0.00,300,
23,7,2,151,None,0.00019999999494757503271,0.00,300,
24,8,2,136,None,0.00022800000442657619715,0.00,300,
25,8,3,227,None,0.00019700000120792537928,0.00,300,
26,8,3,169,None,0.00020799999765586107969,0.00,300,
27,9,3,206,None,0.00021499999274965375662,0.00,300,
28,9,3,197,None,0.00023400000645779073238,0.00,300,
29,9,4,275,None,0.00022000000171829015017,0.00,300,
30,10,4,294,None,0.00026000000070780515671,0.00,300,
31,10,5,371,None,0.00025199999799951910973,0.00,300,
32,10,4,231,None,0.00027200000477023422718,0.00,300,
33,11,4,295,None,0.00025199999799951910973,0.00,300,
34,11,5,351,None,0.00027300001238472759724,0.00,300,
35,11,5,371,None,0.00028400000883266329765,0.00,300,
36,12,4,269,None,0.00027799999224953353405,0.00,300,
37,12,5,329,None,0.00032099999953061342239,0.00,300,
38,12,4,295,None,0.00029100000392645597458,0.00,300,
39,13,5,280,None,0.00031299999682232737541,0.00,300,
40,13,4,265,None,0.00033000000985339283943,0.00,300,
41,13,5,313,None,0.00037799999699927866459,0.00,300,
42,14,5,328,None,0.00032900000223889946938,0.00,300,
43,14,6,389,None,0.0003990000113844871521,0.00,300,
44,14,6,440,None,0.00031999999191612005234,0.00,300,
45,15,4,281,None,0.00038499999209307134151,0.00,300,
46,15,5,321,None,0.00038599999970756471157,0.00,300,
47,15,7,459,None,0.00036700000055134296417,0.00,300,
48,16,6,356,None,0.00040099999750964343548,0.00,300,
49,16,6,365,None,0.00040300001273863017559,0.00,300,
50,16,8,552,None,0.00048200000310316681862,0.00,300,
51,17,6,392,None,0.00044699999853037297726,0.00,300,
52,17,5,325,None,0.00043099999311380088329,0.00,300,
53,17,7,495,None,0.00048300001071766018867,0.00,300,
54,18,8,476,None,0.00047500000800937414169,0.00,300,
90,30,11,645,None,0.00084499997319653630257,0.00,300,
120,40,13,889,None,0.0013680000556632876396,0.00,300,
150,50,14,928,None,0.0021629999391734600067,0.00,300,
180,60,20,1328,None,0.0027560000307857990265,0.00,300,
210,70,21,1424,None,0.0034040000755339860916,0.00,300,
240,80,26,1648,None,0.0041640000417828559875,0.00,300,
270,90,27,1841,None,0.0052149998955428600311,0.00,300,
300,100,31,1965,None,0.0059360000304877758026,0.00,300,
330,110,33,2268,None,0.0068890000693500041962,0.01,300,
350,116,38,2604,None,0.0079809995368123054504,0.01,300,
550,183,56,3769,None,0.016853999346494674683,0.01,300,
600,200,62,3888,None,0.020834000781178474426,0.02,300,
650,216,69,4411,None,0.024055000394582748413,0.02,300,
700,233,76,4847,None,0.027906000614166259766,0.03,300,
750,250,75,4810,None,0.030440000817179679871,0.03,300,
800,266,82,5394,None,0.033835999667644500732,0.03,300,
850,283,89,5874,None,0.038810998201370239258,0.04,300,
900,300,98,6618,None,0.044006999582052230835,0.04,300,
950,316,95,6147,None,0.046213999390602111816,0.04,300,
10000,3333,1041,68273,None,3.2074759006500244141,3.21,300,
1000,333,102,6704,None,0.031893998384475708008,0.03,300,
2000,666,208,13562,None,0.11305899918079376221,0.11,300,
3000,1000,298,19788,None,0.24949200451374053955,0.25,300,
4000,1333,411,27218,None,0.43410000205039978027,0.43,300,
5000,1666,517,34297,None,0.67592197656631469727,0.67,300,
6000,2000,602,39186,None,0.96578198671340942383,0.96,300,
7000,2333,724,47710,None,2.2386119365692138672,2.24,300,
8000,2666,828,54066,None,2.5807240009307861328,2.58,300,
9000,3000,940,62510,None,2.5447111129760742188,2.60,300,
