n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
10,3,1,58.0,OPTIMAL,0.033556317,0.52,300,
11,3,3,218.0,OPTIMAL,0.046667788,0.52,300,
12,4,3,215.0,OPTIMAL,0.066794042,0.62,300,
13,4,2,168.0,OPTIMAL,0.110286623,0.61,300,
14,4,2,116.0,OPTIMAL,0.09277554,0.60,300,
15,5,2,110.0,OPTIMAL,1.3970732490000002,1.99,300,
16,5,2,128.0,OPTIMAL,1.1144590300000001,1.69,300,
17,5,2,132.0,OPTIMAL,8.880801088,9.49,300,
18,6,2,161.0,OPTIMAL,59.123094833,59.89,300,
19,6,2,145.0,OPTIMAL,4.541998305,5.16,300,
20,6,2,112.0,OPTIMAL,0.666193162,1.24,300,
21,7,3,184.0,FEASIBLE,300.010092348,300.64,300,
22,7,3,182.0,OPTIMAL,11.515576769,12.15,300,
23,7,2,151.0,OPTIMAL,2.9103446390000003,3.72,300,
24,8,2,128.0,OPTIMAL,114.230346736,114.95,300,
25,8,3,205.0,FEASIBLE,300.01353187800004,300.67,300,
26,8,3,169.0,FEASIBLE,300.013541684,300.72,300,
27,9,3,202.0,FEASIBLE,300.01468359200004,300.73,300,
28,9,3,169.0,FEASIBLE,300.01537990900005,300.80,300,
29,9,4,263.0,FEASIBLE,300.01522689800004,300.72,300,
30,10,4,279.0,FEASIBLE,300.01972182000003,300.78,300,
31,10,4,289.0,FEASIBLE,300.018131713,300.97,300,
32,10,4,231.0,FEASIBLE,300.02327221400003,300.77,300,
33,11,5,349.0,FEASIBLE,300.015620005,301.08,300,
34,11,4,292.0,FEASIBLE,300.01795454200004,300.87,300,
35,11,5,335.0,FEASIBLE,300.019656769,301.03,300,
36,12,4,261.0,FEASIBLE,300.015497386,300.94,300,
37,12,5,309.0,FEASIBLE,300.016179468,300.90,300,
38,12,4,263.0,FEASIBLE,300.01834257300004,300.88,300,
39,13,5,270.0,FEASIBLE,300.019009429,300.94,300,
40,13,4,262.0,FEASIBLE,300.019315181,301.14,300,
41,13,5,306.0,FEASIBLE,300.02056469400003,301.01,300,
42,14,5,290.0,FEASIBLE,300.023975055,301.11,300,
43,14,5,327.0,FEASIBLE,300.02067952600004,301.32,300,
44,14,6,413.0,FEASIBLE,300.02176347600005,301.10,300,
45,15,4,273.0,FEASIBLE,300.021332737,301.25,300,
46,15,5,303.0,FEASIBLE,300.023723521,301.19,300,
47,15,6,398.0,FEASIBLE,300.025628504,301.41,300,
48,16,5,300.0,FEASIBLE,300.023520559,301.28,300,
49,16,6,356.0,FEASIBLE,300.024408029,301.21,300,
50,16,7,485.0,FEASIBLE,300.029723163,301.40,300,
51,17,6,382.0,FEASIBLE,300.04116447800004,301.45,300,
52,17,5,314.0,FEASIBLE,300.03067267,301.44,300,
53,17,6,434.0,FEASIBLE,300.02748304600004,301.36,300,
54,18,8,455.0,FEASIBLE,300.02701641100003,302.08,300,
90,30,11,639.0,FEASIBLE,300.072912506,304.72,300,
120,40,15,992.0,FEASIBLE,300.133037995,309.40,300,
150,50,16,1031.0,FEASIBLE,300.371553788,316.09,300,
180,60,24,1626.0,FEASIBLE,300.35010795100004,325.90,300,
210,70,29,2137.0,FEASIBLE,300.466988113,339.16,300,
240,80,36,2569.0,FEASIBLE,300.610277908,355.36,300,
270,90,46,3477.0,FEASIBLE,300.74018776400004,375.14,300,
300,100,82,5859.0,FEASIBLE,306.20608887000003,419.08,300,
330,110,,,NO SOLUTION FOUND,,431.57,300,
350,116,,,NO SOLUTION FOUND,,453.25,300,
550,183,,,NO SOLUTION FOUND,,551.05,300,
600,200,,,NO SOLUTION FOUND,,707.45,300,
650,216,,,NO SOLUTION FOUND,,858.15,300,
700,233,,,NO SOLUTION FOUND,,1086.95,300,
750,250,,,NO SOLUTION FOUND,,1058.61,300,
800,266,,,NO SOLUTION FOUND,,1124.62,300,
850,283,,,NO SOLUTION FOUND,,1052.10,300,
900,300,,,NO SOLUTION FOUND,,1078.62,300,
950,316,,,NO SOLUTION FOUND,,1078.84,300,
1000,333,,,NO SOLUTION FOUND,,1065.90,300,
7,3,2,250.0,OPTIMAL,0.13172672300000002,0.93,300,
