n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
5,2,1,54.0,OPTIMAL,0.06568892400000001,0.39,300,
6,3,1,94.0,OPTIMAL,0.029299613000000002,0.26,300,
7,3,2,138.0,OPTIMAL,0.020046375,0.24,300,
8,4,1,93.0,OPTIMAL,0.028584343,0.27,300,
9,4,2,159.0,OPTIMAL,0.04138265,0.29,300,
10,3,1,58.0,OPTIMAL,0.034952381000000005,0.28,300,
11,3,3,218.0,OPTIMAL,0.063762784,0.33,300,
12,4,3,215.0,OPTIMAL,0.07684504,0.37,300,
13,4,2,168.0,OPTIMAL,0.139829904,0.41,300,
14,4,2,116.0,OPTIMAL,0.125783708,0.41,300,
15,5,2,110.0,OPTIMAL,0.8106661310000001,1.10,300,
16,5,2,128.0,OPTIMAL,1.671230717,1.98,300,
17,5,2,132.0,OPTIMAL,8.451157299,8.77,300,
18,6,2,161.0,OPTIMAL,49.561318275000005,49.89,300,
19,6,2,145.0,OPTIMAL,1.020587151,1.37,300,
20,6,2,112.0,OPTIMAL,1.005985471,1.37,300,
21,7,3,184.0,FEASIBLE,300.030316143,300.42,300,
22,7,3,182.0,OPTIMAL,5.922435062000001,6.32,300,
23,7,2,151.0,OPTIMAL,3.436587353,3.86,300,
24,8,2,128.0,OPTIMAL,34.403728229,34.85,300,
25,8,3,205.0,FEASIBLE,300.03316354000003,300.49,300,
26,8,3,169.0,FEASIBLE,300.06020471700003,300.53,300,
27,9,3,202.0,FEASIBLE,300.048569595,300.56,300,
28,9,3,169.0,FEASIBLE,300.057026611,300.61,300,
29,9,4,263.0,FEASIBLE,300.060692178,300.62,300,
30,10,4,279.0,FEASIBLE,300.059989803,300.66,300,
31,10,4,304.0,FEASIBLE,300.064581186,300.68,300,
32,10,4,231.0,FEASIBLE,300.05220063,300.69,300,
33,11,4,294.0,FEASIBLE,300.038763749,300.74,300,
34,11,4,292.0,FEASIBLE,300.06874430100004,300.78,300,
35,11,5,335.0,FEASIBLE,300.087315983,300.84,300,
36,12,4,261.0,FEASIBLE,300.051107506,300.86,300,
37,12,4,264.0,FEASIBLE,300.04814548800005,300.84,300,
38,12,4,263.0,FEASIBLE,300.04739202400003,300.86,300,
39,13,5,268.0,FEASIBLE,300.055986313,300.93,300,
40,13,4,262.0,FEASIBLE,300.048046231,301.03,300,
41,13,5,306.0,FEASIBLE,300.07798648600004,301.15,300,
42,14,4,266.0,FEASIBLE,300.078511561,301.20,300,
43,14,5,327.0,FEASIBLE,300.059188929,301.22,300,
44,14,6,413.0,FEASIBLE,300.084791898,301.35,300,
45,15,4,273.0,FEASIBLE,300.05091811700004,301.31,300,
46,15,5,305.0,FEASIBLE,300.063505927,301.32,300,
47,15,6,401.0,FEASIBLE,300.071832027,301.41,300,
48,16,5,300.0,FEASIBLE,300.066141252,301.46,300,
49,16,5,349.0,FEASIBLE,300.06422326300003,301.54,300,
50,16,7,495.0,FEASIBLE,300.086777182,301.57,300,
51,17,6,382.0,FEASIBLE,300.08119737500004,301.68,300,
52,17,5,319.0,FEASIBLE,300.080867871,301.82,300,
53,17,6,434.0,FEASIBLE,300.07233906700003,301.79,300,
54,18,8,465.0,FEASIBLE,300.102363549,301.85,300,
60,20,6,337.0,FEASIBLE,300.10376676100003,302.34,300,
90,30,11,639.0,FEASIBLE,300.22208801200003,305.82,300,
120,40,14,931.0,FEASIBLE,300.35288387400004,311.39,300,
150,50,16,1025.0,FEASIBLE,300.68532565500004,320.12,300,
180,60,23,1602.0,FEASIBLE,300.977272286,332.12,300,
210,70,29,1866.0,FEASIBLE,301.309239515,346.96,300,
240,80,33,2252.0,FEASIBLE,302.00569634100003,366.26,300,
270,90,48,3462.0,FEASIBLE,302.49501463800004,394.24,300,
300,100,78,5518.0,FEASIBLE,310.06696183900004,433.20,300,
330,110,104,7899.0,FEASIBLE,304.61486987,459.36,300,
350,116,,,NO SOLUTION FOUND,,484.83,300,
400,133,93,6981.0,FEASIBLE,320.773586994,585.68,300,
450,150,,,NO SOLUTION FOUND,,661.99,300,
500,166,,,NO SOLUTION FOUND,,818.30,300,
550,183,,,NO SOLUTION FOUND,,971.96,300,
600,200,,,NO SOLUTION FOUND,,935.78,300,
650,216,,,NO SOLUTION FOUND,,1219.82,300,
700,233,,,NO SOLUTION FOUND,,1447.41,300,
750,250,,,NO SOLUTION FOUND,,1655.57,300,
800,266,,,NO SOLUTION FOUND,,1949.19,300,
850,283,,,NO SOLUTION FOUND,,2245.15,300,
900,300,,,NO SOLUTION FOUND,,2623.46,300,
950,316,,,NO SOLUTION FOUND,,3041.70,300,
1000,333,,,NO SOLUTION FOUND,,3221.52,300,
7,3,2,250.0,OPTIMAL,0.11041133700000001,1.23,300,

