n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
5,2,1,54.0,OPTIMAL,0.00873397,0.83,300,
6,3,1,94.0,OPTIMAL,0.010200222,0.28,300,
7,3,2,138.0,OPTIMAL,0.02545184,0.30,300,
8,4,1,93.0,OPTIMAL,0.018612118,0.29,300,
9,4,2,159.0,OPTIMAL,0.024675102,0.29,300,
10,3,1,58.0,OPTIMAL,0.018272453,0.29,300,
11,3,3,218.0,OPTIMAL,0.035350404,0.33,300,
12,4,3,215.0,OPTIMAL,0.042313071,0.33,300,
13,4,2,168.0,OPTIMAL,0.088955567,0.40,300,
14,4,2,116.0,OPTIMAL,0.059903598,0.36,300,
15,5,2,110.0,OPTIMAL,0.6587087500000001,0.96,300,
16,5,2,128.0,OPTIMAL,5.242633594,5.57,300,
17,5,2,132.0,OPTIMAL,13.717314893000001,14.05,300,
18,6,2,161.0,OPTIMAL,29.829435745,30.20,300,
19,6,2,145.0,OPTIMAL,1.1744797100000002,1.55,300,
20,6,2,112.0,OPTIMAL,0.44723219500000005,0.79,300,
21,7,3,184.0,FEASIBLE,300.008073989,300.37,300,
22,7,3,182.0,OPTIMAL,5.462750289000001,5.86,300,
23,7,2,151.0,OPTIMAL,3.444189171,3.85,300,
24,8,2,128.0,OPTIMAL,98.12195365500001,98.53,300,
25,8,3,205.0,FEASIBLE,300.007254266,300.43,300,
26,8,3,169.0,FEASIBLE,300.009060191,300.44,300,
27,9,3,202.0,FEASIBLE,300.011832937,300.48,300,
28,9,3,169.0,FEASIBLE,300.007562154,300.47,300,
29,9,4,263.0,FEASIBLE,300.01608403800003,300.52,300,
30,10,4,279.0,FEASIBLE,300.009940798,300.52,300,
31,10,4,289.0,FEASIBLE,300.01107846300005,300.58,300,
32,10,4,231.0,FEASIBLE,300.009866208,300.55,300,
33,11,4,294.0,FEASIBLE,300.00931247,300.59,300,
34,11,4,292.0,FEASIBLE,300.01217403500004,300.61,300,
35,11,5,335.0,FEASIBLE,300.016950882,300.62,300,
36,12,4,261.0,FEASIBLE,300.01358598900003,300.70,300,
37,12,4,264.0,FEASIBLE,300.009837634,300.68,300,
38,12,4,263.0,FEASIBLE,300.01191709,300.70,300,
39,13,5,268.0,FEASIBLE,300.013367768,300.74,300,
40,13,4,262.0,FEASIBLE,300.012530355,301.13,300,
41,13,5,306.0,FEASIBLE,300.013126374,301.00,300,
42,14,5,290.0,FEASIBLE,300.013683054,301.07,300,
43,14,5,327.0,FEASIBLE,300.014286081,301.18,300,
44,14,6,413.0,FEASIBLE,300.01671513400004,301.10,300,
45,15,4,273.0,FEASIBLE,300.014821954,301.33,300,
46,15,5,305.0,FEASIBLE,300.016247426,301.23,300,
47,15,7,437.0,FEASIBLE,300.016740459,301.27,300,
48,16,5,300.0,FEASIBLE,300.01553952700004,301.24,300,
49,16,5,349.0,FEASIBLE,300.01481789400003,301.34,300,
50,16,7,485.0,FEASIBLE,300.015718133,301.41,300,
51,17,6,382.0,FEASIBLE,300.018387523,301.40,300,
52,17,5,314.0,FEASIBLE,300.01708959,301.40,300,
53,17,6,434.0,FEASIBLE,300.01821600600005,301.50,300,
54,18,8,455.0,FEASIBLE,300.019383532,301.49,300,
60,20,6,334.0,FEASIBLE,300.019303977,301.89,300,
90,30,10,623.0,FEASIBLE,300.036822436,304.21,300,
120,40,13,895.0,FEASIBLE,300.068253598,307.97,300,
150,50,16,989.0,FEASIBLE,300.11448154100003,313.57,300,
180,60,21,1393.0,FEASIBLE,300.17222250400005,322.53,300,
210,70,23,1541.0,FEASIBLE,300.25942246,333.72,300,
240,80,31,2013.0,FEASIBLE,300.357954342,348.32,300,
270,90,34,2258.0,FEASIBLE,300.507549657,370.41,300,
300,100,37,2322.0,FEASIBLE,300.68332486400004,390.60,300,
330,110,41,2797.0,FEASIBLE,300.88667643900004,417.76,300,
350,116,91,7091.0,FEASIBLE,301.03729120500003,439.71,300,
400,133,,,NO SOLUTION FOUND,,289.83,300,
450,150,,,NO SOLUTION FOUND,,303.81,300,
500,166,,,NO SOLUTION FOUND,,394.28,300,
550,183,,,NO SOLUTION FOUND,,503.28,300,
600,200,,,NO SOLUTION FOUND,,647.14,300,
650,216,,,NO SOLUTION FOUND,,773.33,300,
700,233,,,NO SOLUTION FOUND,,967.70,300,
750,250,,,NO SOLUTION FOUND,,989.04,300,
800,266,,,NO SOLUTION FOUND,,1018.51,300,
850,283,,,NO SOLUTION FOUND,,1013.10,300,
900,300,,,NO SOLUTION FOUND,,955.56,300,
950,316,,,NO SOLUTION FOUND,,979.71,300,
1000,333,,,NO SOLUTION FOUND,,963.73,300,
7,3,2,250.0,OPTIMAL,0.072640913,0.64,300,

