n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
10,3,1,58.0,OPTIMAL,0.025477591,1.61,300,
11,3,3,218.0,OPTIMAL,0.048912124,0.87,300,
12,4,3,215.0,OPTIMAL,0.047172370000000005,0.67,300,
13,4,2,168.0,OPTIMAL,0.09822401700000001,0.78,300,
14,4,2,116.0,OPTIMAL,0.077209712,0.70,300,
15,5,2,110.0,OPTIMAL,1.410073154,2.01,300,
16,5,2,128.0,OPTIMAL,1.370733433,2.96,300,
17,5,2,132.0,OPTIMAL,14.729533355000001,15.41,300,
18,6,2,161.0,OPTIMAL,34.268332383,34.95,300,
19,6,2,145.0,OPTIMAL,17.502059431000003,18.10,300,
20,6,2,112.0,OPTIMAL,1.022544949,1.71,300,
21,7,3,184.0,FEASIBLE,300.011461509,300.67,300,
22,7,3,182.0,OPTIMAL,10.531116573,11.23,300,
23,7,2,151.0,OPTIMAL,2.08524667,2.85,300,
24,8,2,128.0,OPTIMAL,100.059732467,100.70,300,
25,8,3,205.0,FEASIBLE,300.010710732,300.82,300,
26,8,3,169.0,FEASIBLE,300.01839561,300.74,300,
27,9,3,202.0,FEASIBLE,300.022658186,300.85,300,
28,9,3,169.0,FEASIBLE,300.013993933,301.07,300,
29,9,4,263.0,FEASIBLE,300.01183121900004,300.76,300,
35,11,5,335.0,FEASIBLE,300.01840471500003,300.92,300,
37,12,4,264.0,FEASIBLE,300.015073985,300.89,300,
39,13,5,268.0,FEASIBLE,300.016578675,300.94,300,
41,13,5,306.0,FEASIBLE,300.017416034,301.09,300,
43,14,5,327.0,FEASIBLE,300.01887680000004,301.21,300,
45,15,4,273.0,FEASIBLE,300.01750344100003,301.29,300,
47,15,7,437.0,FEASIBLE,300.03099532000005,301.30,300,
49,16,6,356.0,FEASIBLE,300.025655852,301.46,300,
51,17,6,382.0,FEASIBLE,300.036286866,301.67,300,
53,17,6,434.0,FEASIBLE,300.03390391700003,301.75,300,
90,30,11,639.0,FEASIBLE,300.071090441,304.65,300,
120,40,14,928.0,FEASIBLE,300.115237921,308.61,300,
150,50,16,992.0,FEASIBLE,300.201803899,323.75,300,
180,60,21,1424.0,FEASIBLE,300.285482662,323.11,300,
210,70,23,1592.0,FEASIBLE,300.422069748,334.57,300,
240,80,39,2601.0,FEASIBLE,300.58120916,352.28,300,
270,90,59,4460.0,FEASIBLE,300.682454225,368.98,300,
300,100,40,2605.0,FEASIBLE,300.962680791,391.03,300,
330,110,66,5007.0,FEASIBLE,301.01501380300004,420.08,300,
350,116,49,3490.0,FEASIBLE,301.375011936,447.85,300,
550,183,,,NO SOLUTION FOUND,,509.78,300,
600,200,,,NO SOLUTION FOUND,,634.94,300,
650,216,,,NO SOLUTION FOUND,,841.53,300,
700,233,,,NO SOLUTION FOUND,,1057.59,300,
750,250,,,NO SOLUTION FOUND,,1021.85,300,
800,266,,,NO SOLUTION FOUND,,1070.06,300,
850,283,,,NO SOLUTION FOUND,,993.25,300,
900,300,,,NO SOLUTION FOUND,,988.60,300,
950,316,,,NO SOLUTION FOUND,,1022.05,300,
1000,333,,,NO SOLUTION FOUND,,1039.48,300,
7,3,2,250.0,OPTIMAL,0.145524613,0.93,300,
