60 120
4 10
3 2
5 10
4 4
4 1
7 3
8 9
10 1
7 1
8 9
3 10
9 3
2 2
10 9
5 8
6 5
7 2
9 5
10 8
4 2
1 7
4 8
8 5
10 5
1 8
4 3
4 4
3 9
8 4
6 1
6 1
6 5
10 7
3 1
7 7
8 8
2 3
2 3
2 4
2 7
9 2
1 2
1 7
3 6
6 2
5 3
5 1
10 8
9 5
7 4
9 2
2 2
9 4
1 6
8 5
9 7
3 2
9 6
6 3
4 3
19 15 75
20 18 75
14 18 84
15 12 97
15 11 72
11 13 58
20 19 68
13 14 78
13 10 59
11 19 100
15 13 52
17 19 87
11 20 83
12 20 69
14 18 81
17 13 57
18 18 75
17 15 74
19 13 61
14 14 60
12 13 89
10 13 68
12 14 89
11 15 93
15 17 58
12 14 60
14 14 85
17 14 70
15 12 91
20 17 80
15 10 63
12 13 92
13 17 63
14 19 96
16 17 53
14 19 79
19 20 91
11 13 56
17 13 93
13 17 63
14 15 50
14 20 88
11 20 67
18 19 51
18 15 50
10 10 75
11 14 82
19 16 96
16 14 95
16 17 80
17 20 75
20 16 61
19 18 93
10 13 69
20 11 78
10 12 73
10 15 94
15 14 76
17 15 70
17 16 94
11 17 70
15 14 93
17 11 70
17 17 98
12 15 98
19 17 84
13 17 74
15 18 65
13 14 69
16 16 60
16 15 60
17 12 69
16 12 64
14 15 70
14 18 95
11 19 89
15 14 83
15 14 78
20 19 70
20 10 64
14 16 86
18 20 98
16 10 94
15 17 78
10 13 70
13 19 92
15 18 97
16 11 62
15 11 62
15 19 85
19 20 53
11 10 57
18 18 51
12 19 76
10 10 75
11 13 58
16 10 99
19 17 87
20 12 98
18 20 67
20 13 59
18 14 66
16 11 79
13 20 74
13 20 83
19 12 56
18 16 77
15 18 55
19 11 76
11 10 86
11 17 57
11 19 81
18 17 51
13 16 60
13 13 64
16 13 60
14 13 92
12 10 92
15 12 83
20 20 99
