27 54
3 4
6 8
1 2
1 6
3 8
9 1
2 5
5 8
10 7
5 8
4 3
1 10
10 9
4 7
4 4
1 5
10 6
3 9
7 9
4 7
7 8
8 10
10 8
4 3
1 1
7 4
3 5
13 10 78
17 10 89
11 17 79
20 14 74
20 12 64
13 13 61
14 15 96
11 17 60
10 17 76
15 12 77
15 17 59
12 20 63
17 10 93
10 20 71
16 20 71
15 19 79
14 14 81
17 12 99
11 20 62
15 18 95
20 15 94
13 15 51
10 18 50
15 16 57
10 20 55
15 14 59
18 11 74
16 14 67
14 15 99
11 12 74
14 10 51
11 11 91
10 15 79
17 14 51
12 13 53
12 16 94
20 13 88
13 16 81
20 12 63
15 15 78
20 17 62
16 11 73
12 12 74
18 11 98
11 18 52
10 13 80
19 17 61
20 19 85
18 17 66
13 11 85
17 17 98
17 12 51
16 11 59
18 17 55
