39 78
9 8
2 10
9 7
5 4
5 2
9 10
10 9
6 4
6 10
4 3
8 3
2 2
4 7
6 9
1 1
8 3
4 5
10 1
1 8
2 1
7 1
5 1
1 2
6 5
2 2
8 10
2 4
3 7
7 7
10 10
3 1
3 2
8 2
7 5
9 5
5 7
1 5
1 10
7 8
14 14 99
15 10 95
14 15 91
10 17 99
11 13 73
20 17 58
20 19 55
11 15 79
15 10 92
12 12 58
19 13 87
19 18 77
17 15 63
18 12 90
17 14 58
15 12 97
11 16 79
17 10 64
19 18 80
12 17 86
15 17 98
19 20 52
17 15 60
17 17 53
18 19 79
13 15 73
15 14 94
10 16 86
10 17 84
15 10 94
14 11 74
13 14 61
16 10 92
17 10 80
19 14 50
19 16 60
20 18 53
12 20 92
11 18 94
19 11 81
15 20 60
16 20 72
12 17 66
18 16 98
17 13 99
15 10 52
17 17 79
14 14 93
14 16 68
13 20 68
12 14 92
15 17 71
16 10 67
18 11 64
16 10 56
16 19 73
15 16 56
15 10 53
14 14 65
17 19 72
20 17 100
10 13 51
18 10 87
15 17 55
15 20 52
15 19 52
17 13 77
10 13 93
12 14 62
18 10 94
20 14 82
12 12 85
14 16 59
17 15 58
11 15 81
20 15 89
10 12 97
14 17 55
