25 50
10 6
4 6
3 2
8 1
9 4
2 1
2 4
5 10
1 2
2 10
8 2
3 6
4 10
5 4
8 6
1 6
1 10
1 10
10 3
7 3
10 8
10 10
3 7
7 1
6 7
20 16 86
11 19 88
13 20 72
12 16 80
11 14 88
11 14 94
10 17 71
12 15 80
12 13 51
20 18 84
13 18 54
20 11 61
16 11 77
11 17 85
17 18 72
11 10 95
11 11 52
11 20 94
17 11 83
20 18 63
19 11 86
17 11 97
13 11 100
11 12 77
14 10 77
11 14 65
13 10 83
18 16 78
14 19 72
18 18 88
14 10 73
17 17 77
20 10 51
13 19 75
12 15 76
17 13 82
19 11 66
14 13 92
20 13 55
16 14 60
20 15 58
20 13 82
17 14 61
19 11 83
17 14 100
10 12 65
14 18 83
14 14 55
13 14 69
19 10 56
