26 52
3 5
6 6
6 6
10 1
10 7
1 3
9 8
6 2
10 10
2 10
6 3
6 2
1 7
5 2
3 9
7 4
1 7
5 8
5 8
1 9
3 3
5 9
3 1
5 5
3 4
2 8
10 14 57
20 16 81
20 18 72
17 12 81
13 19 76
18 10 89
15 16 53
14 19 99
11 14 73
15 10 73
10 11 93
15 18 69
18 18 70
10 15 51
10 10 85
12 19 50
18 14 65
12 15 51
13 14 68
11 13 53
10 14 58
18 15 69
12 11 66
19 18 66
16 14 70
18 17 95
17 13 88
10 19 63
11 20 98
18 12 61
19 16 86
20 18 98
20 18 87
20 19 52
15 20 87
10 14 90
14 17 50
14 17 75
18 11 84
19 10 94
17 12 94
19 20 59
12 18 97
19 13 82
10 10 82
17 13 59
20 10 58
20 17 54
16 11 90
13 14 84
17 14 75
18 15 87
