36 72
4 10
2 5
7 1
7 4
3 4
9 6
10 4
3 2
7 6
8 6
10 4
6 10
9 6
1 6
7 10
3 2
3 8
10 1
8 9
3 9
1 5
8 4
5 8
6 10
7 3
9 4
2 7
9 10
6 10
8 6
1 5
5 9
3 10
8 2
5 7
6 5
20 13 67
18 19 84
12 14 92
13 10 91
13 13 95
11 12 77
15 12 79
10 11 100
14 14 70
13 14 97
12 12 64
11 13 75
20 10 66
14 11 79
16 14 70
11 14 67
11 17 98
19 15 91
13 15 66
20 11 84
10 13 80
14 15 79
17 18 72
18 14 94
16 12 82
11 11 62
15 14 52
17 13 80
10 12 69
13 17 65
11 16 74
19 14 53
15 10 59
15 17 87
15 20 78
10 14 51
17 15 84
20 13 81
14 15 69
17 17 67
20 18 77
20 18 50
10 16 65
20 10 76
19 15 71
17 15 55
14 19 60
11 13 84
20 12 55
15 14 66
11 11 51
16 13 82
12 16 68
18 14 94
18 15 70
20 13 59
14 15 99
20 15 92
14 18 98
16 13 59
16 13 68
20 17 77
14 16 92
11 18 82
14 18 60
11 20 66
10 18 62
20 18 54
19 20 62
10 11 93
16 17 96
10 17 61
