46 92
4 3
8 2
8 6
5 9
6 8
9 8
6 7
5 9
7 5
5 7
6 6
7 5
3 10
4 7
10 3
5 4
3 4
5 7
7 9
8 8
6 8
7 8
1 9
4 10
5 9
10 10
1 5
8 1
2 7
2 7
9 5
8 3
8 2
3 2
10 3
5 3
4 5
1 5
3 6
5 5
1 1
9 5
3 6
10 9
2 8
4 6
14 16 88
16 13 95
14 17 67
20 13 89
20 16 97
15 12 77
15 18 76
18 10 93
14 13 56
13 15 70
14 15 89
11 10 69
12 14 67
16 19 76
14 10 96
15 16 55
12 17 78
16 14 66
12 16 77
13 15 56
18 15 85
12 15 96
15 13 55
19 10 60
20 18 71
18 17 63
20 14 89
19 17 54
11 10 89
10 16 63
20 12 77
12 20 95
19 17 68
16 10 95
10 10 76
17 17 51
11 16 77
13 20 72
13 11 78
12 17 85
18 16 90
15 11 95
13 14 59
10 16 82
11 18 61
18 14 86
11 19 80
20 14 85
13 10 68
12 18 79
16 16 61
11 10 65
11 12 55
17 18 76
13 19 82
12 15 92
10 16 84
11 19 93
16 13 79
10 16 77
16 11 81
18 10 75
19 15 65
10 15 99
11 13 60
20 17 68
15 19 66
18 13 82
20 19 66
20 11 86
10 14 51
17 13 94
10 16 59
16 16 67
13 15 67
12 12 90
12 12 61
16 15 66
18 20 96
12 19 86
14 20 70
20 17 54
10 18 69
12 15 94
14 20 59
13 13 99
11 11 63
20 17 95
19 12 71
19 16 96
10 17 78
18 10 74
