23 46
5 1
3 2
7 4
2 7
4 6
10 3
1 9
6 4
5 5
4 2
2 2
8 2
6 2
9 2
4 8
5 10
1 9
1 10
4 9
1 6
10 2
9 3
8 10
15 13 79
11 20 99
12 11 57
14 20 85
18 13 96
14 16 94
19 17 79
20 12 66
16 11 74
16 13 78
13 19 64
18 16 96
14 15 95
11 14 94
10 18 80
16 11 62
11 20 92
17 13 84
11 14 94
17 12 84
15 19 59
18 18 63
10 15 81
11 16 68
16 14 91
14 16 64
15 13 71
10 10 65
13 20 66
15 15 52
18 18 78
16 18 69
20 16 97
14 16 58
12 14 83
13 10 75
14 13 85
10 12 77
18 10 69
12 14 77
13 16 88
15 17 88
18 14 65
12 16 89
15 20 96
13 17 87
