47 94
10 7
4 10
4 8
5 6
8 7
6 10
6 5
6 9
6 9
1 10
9 9
8 2
5 7
9 2
5 3
4 1
4 6
3 2
3 1
1 6
9 7
7 5
9 5
5 7
9 10
2 6
8 9
8 2
3 7
9 1
4 6
3 2
7 8
7 8
6 3
6 7
8 6
4 5
6 7
9 5
6 3
9 9
7 6
1 5
5 9
6 9
4 9
12 18 84
19 20 80
15 14 99
11 16 55
14 18 55
18 10 51
15 11 74
20 16 50
14 17 69
16 15 53
11 16 70
17 20 99
20 15 96
15 14 89
12 19 55
19 10 90
20 15 75
16 19 54
18 11 84
11 19 88
17 14 55
19 10 95
13 18 94
14 10 82
18 14 79
13 18 94
17 10 73
15 19 78
14 17 88
11 17 80
20 12 90
12 19 73
12 19 59
20 11 76
10 11 74
11 10 54
13 11 80
18 15 91
16 19 68
14 19 97
18 13 63
20 10 79
20 17 68
14 16 87
14 16 98
17 18 98
11 17 63
12 17 96
12 20 76
12 17 95
15 17 79
10 14 92
11 20 73
19 15 89
12 20 100
18 17 82
13 15 84
17 19 100
19 12 92
17 18 63
14 16 76
10 17 96
11 10 65
13 11 53
12 18 68
15 16 59
12 12 76
16 14 98
20 14 100
14 11 79
10 20 67
18 16 86
10 16 82
16 14 53
19 15 80
15 15 83
13 17 99
17 19 89
10 12 50
16 13 53
11 13 68
13 20 75
20 15 51
11 17 93
10 16 80
20 16 66
13 13 52
16 11 87
10 17 79
19 11 50
10 13 52
13 11 66
17 20 54
13 12 91
