52 104
5 8
6 7
7 7
6 4
8 5
2 10
9 5
2 7
4 7
6 1
8 7
10 2
10 5
8 8
7 4
1 5
5 9
3 3
1 2
8 6
8 8
4 1
10 4
4 2
4 6
9 1
1 7
8 2
6 9
1 4
3 2
1 7
2 9
3 8
6 8
4 3
5 8
6 4
9 1
10 7
4 8
7 10
9 9
3 9
8 1
7 4
4 6
10 2
7 5
7 7
5 5
5 1
14 19 90
18 13 87
12 16 86
16 20 92
14 16 100
15 19 78
10 18 74
16 18 85
17 17 83
13 12 82
20 18 68
16 11 68
19 14 61
14 18 58
15 18 91
18 18 68
14 13 92
13 14 95
11 15 78
15 10 88
16 17 73
18 17 54
14 17 78
18 20 90
14 18 53
14 20 97
11 11 82
10 15 96
17 16 66
20 16 78
10 15 81
18 17 74
12 11 72
14 18 72
13 18 54
12 14 91
12 20 51
15 12 92
10 13 70
12 11 90
20 19 94
20 15 94
11 12 80
12 11 79
11 16 80
11 14 75
13 18 99
11 19 81
19 10 100
16 20 74
11 14 89
14 14 51
17 11 88
18 17 89
18 13 94
14 11 75
14 12 88
19 18 95
13 18 55
18 19 64
12 17 63
17 17 78
19 10 83
17 14 100
17 12 85
18 17 75
11 15 97
10 18 55
10 12 65
15 13 86
20 14 90
16 10 59
10 19 62
17 13 77
20 11 64
12 15 81
12 11 91
12 11 72
17 10 68
13 11 81
10 20 81
17 10 62
11 10 67
13 11 88
15 19 60
16 18 75
15 16 92
17 19 69
10 17 59
19 18 97
18 13 51
19 16 85
15 18 82
17 11 58
12 18 82
13 17 61
18 16 100
19 19 83
10 17 51
10 17 62
12 19 65
18 16 50
20 13 61
11 10 51
