54 108
9 5
2 2
6 7
5 8
3 1
7 9
6 10
7 6
9 7
7 3
10 3
6 9
10 8
7 7
8 2
4 10
8 4
2 9
2 10
2 7
5 9
9 9
3 8
8 2
9 3
3 8
6 1
5 8
5 6
8 7
10 5
1 10
8 4
10 2
2 3
3 2
3 6
1 9
2 8
1 2
5 4
1 9
10 7
7 4
6 3
9 6
8 4
9 9
8 6
1 8
10 5
9 2
1 7
2 3
10 20 89
19 13 62
18 14 69
13 12 87
10 12 89
11 20 68
12 15 72
19 11 96
13 12 89
15 16 79
10 16 63
11 15 99
20 14 87
16 14 78
10 18 82
14 18 82
12 14 79
15 12 94
13 15 63
14 14 57
19 18 59
10 10 55
11 11 65
20 12 54
11 15 74
12 18 99
12 14 81
11 15 59
11 18 58
17 20 87
20 13 73
20 19 83
18 15 94
19 20 61
19 11 96
16 12 53
10 20 77
17 10 93
17 20 99
16 11 78
10 10 93
19 17 85
19 15 87
20 11 72
19 15 85
10 11 83
15 14 82
14 19 77
16 15 80
17 10 70
16 10 78
18 17 93
12 13 94
16 12 70
19 14 67
13 12 71
11 17 57
18 12 68
15 10 52
14 16 90
19 13 67
10 14 77
14 13 82
14 20 55
11 15 83
10 19 76
12 12 81
15 15 59
17 17 59
12 16 62
20 11 50
20 11 93
12 11 96
19 12 76
16 12 68
17 11 100
17 12 77
11 20 93
10 19 79
10 15 83
17 17 75
10 17 97
12 12 56
17 20 79
11 15 99
15 20 54
17 18 57
14 18 55
14 18 54
19 12 56
20 13 80
18 18 79
18 15 64
14 10 85
14 15 62
19 15 68
14 20 70
18 15 74
14 11 55
17 20 68
13 10 86
16 11 70
13 16 72
15 12 61
10 12 55
15 16 68
10 14 95
12 13 56
