50 100
5 3
5 8
3 5
10 1
10 6
2 10
1 10
9 6
9 8
7 1
10 6
7 5
7 5
7 9
9 6
4 8
1 6
9 2
4 9
4 10
8 10
4 9
10 3
10 8
1 4
5 7
5 10
9 10
8 10
10 4
5 1
3 3
2 10
8 10
6 9
3 1
1 3
1 1
6 6
6 3
2 7
1 8
3 3
8 8
1 3
4 2
6 5
1 2
2 6
10 5
10 20 85
16 11 91
12 14 80
18 20 71
18 10 74
18 20 71
12 17 100
16 17 88
11 19 94
20 16 56
14 17 54
18 15 100
16 12 86
11 11 86
14 12 82
11 17 66
12 10 71
20 15 56
11 12 79
12 18 72
11 11 100
20 11 62
12 10 71
17 17 95
20 17 77
12 19 81
18 18 82
11 10 61
17 20 65
16 13 51
12 15 84
12 15 53
14 15 59
10 19 88
12 12 72
14 19 67
17 13 58
18 12 85
10 18 83
20 18 55
10 10 50
16 13 59
17 10 83
17 11 75
11 13 87
16 17 90
19 12 67
13 12 68
18 16 52
16 15 92
12 20 61
15 12 86
15 10 74
16 12 61
14 13 50
13 12 51
15 19 60
14 15 92
20 17 52
19 15 96
19 19 50
11 11 58
14 13 89
20 20 96
14 18 61
13 14 56
13 16 67
16 19 55
18 14 77
13 14 78
15 20 97
14 12 86
15 20 87
14 16 96
12 10 85
13 10 50
13 15 56
11 20 98
19 19 80
11 11 80
20 16 89
14 15 52
18 12 63
19 14 97
20 14 92
12 17 91
19 16 78
11 16 67
17 16 66
18 10 91
12 20 54
12 20 65
20 18 86
13 11 51
10 13 89
13 19 95
19 13 52
14 15 88
20 13 71
10 16 96
