30 60
4 10
9 9
9 6
8 2
1 9
9 3
4 3
8 7
9 4
6 5
1 8
10 5
2 2
6 2
4 1
4 8
10 1
5 4
7 2
1 3
6 9
10 5
8 5
9 7
7 7
3 2
2 5
2 9
3 6
1 2
15 17 81
20 17 96
20 18 57
14 11 57
15 19 92
15 15 74
12 17 64
20 13 72
10 19 95
14 19 72
20 17 95
18 17 62
19 11 62
18 16 59
18 12 72
11 18 65
20 13 77
18 16 99
17 10 56
20 11 57
14 13 95
11 13 80
19 11 52
13 18 83
14 12 59
14 10 74
18 13 90
10 11 81
13 20 63
12 10 95
18 17 67
12 13 78
17 16 82
17 20 63
17 18 80
16 17 61
10 12 93
14 13 69
15 18 51
14 20 60
17 13 70
15 14 59
19 12 66
15 16 70
19 17 69
12 20 77
14 13 91
15 16 61
20 16 86
12 18 59
18 17 59
14 13 59
14 14 84
19 19 92
18 17 80
13 10 92
11 16 61
18 17 66
18 18 91
12 13 81
