28 56
10 6
9 3
8 6
7 6
5 6
2 10
2 5
9 7
3 10
1 10
8 6
2 1
10 8
2 6
10 6
8 3
8 1
2 9
7 9
3 4
9 2
9 5
4 2
1 1
8 1
7 9
10 7
6 8
16 20 71
16 16 56
18 20 64
18 17 55
12 15 57
14 19 76
16 10 79
12 13 60
12 20 91
12 20 61
13 14 100
13 11 85
18 14 60
18 17 76
16 15 81
18 12 90
17 19 55
20 15 86
20 15 70
14 19 94
13 19 81
20 14 86
11 19 78
16 20 61
13 10 67
16 13 68
16 20 65
11 14 91
18 13 72
16 18 50
17 12 51
14 16 83
11 17 61
14 17 69
14 18 72
13 10 81
10 11 97
18 11 81
19 10 75
19 18 61
16 16 82
19 12 92
11 14 73
20 19 62
12 11 96
17 16 78
14 13 80
10 14 92
20 14 64
12 10 96
13 16 95
14 18 54
10 10 87
18 12 89
12 12 60
19 12 93
