43 86
3 10
3 5
3 4
4 10
8 4
8 9
4 4
2 4
10 5
1 6
1 5
9 7
7 9
2 1
5 6
3 2
10 5
5 9
5 4
8 7
4 3
5 8
6 10
4 7
4 5
5 1
1 9
2 8
7 8
4 2
1 3
2 8
6 2
6 9
7 1
10 6
6 8
4 4
6 3
8 4
1 2
4 7
9 5
10 16 96
18 13 74
10 18 63
16 13 78
17 19 69
16 16 85
15 20 99
20 16 66
10 19 76
14 12 92
17 18 56
12 10 58
17 19 61
20 18 82
16 18 50
19 18 95
10 13 62
18 11 97
16 17 61
13 18 60
17 14 50
20 11 54
11 10 66
11 19 85
10 11 92
18 10 94
11 16 74
15 19 78
19 17 78
13 13 96
20 16 57
20 12 84
18 18 59
13 10 84
20 20 90
17 18 80
13 18 94
18 20 64
15 17 65
17 11 80
14 19 91
16 13 72
11 17 77
19 19 81
18 18 99
14 12 61
10 13 78
17 10 71
15 19 84
12 12 60
20 13 76
13 16 94
19 14 79
13 11 93
10 12 51
20 18 87
16 11 77
16 11 86
16 11 87
10 20 59
19 15 51
16 10 69
11 16 63
15 10 78
11 18 93
16 13 52
13 16 65
13 15 85
19 17 71
14 13 99
10 20 60
15 17 89
19 16 86
11 16 72
12 17 55
11 15 57
10 12 86
13 16 64
18 15 94
19 13 90
12 18 60
10 13 81
17 17 78
13 10 94
13 16 78
17 17 83
