53 106
4 8
6 4
1 6
3 2
3 10
1 2
6 2
9 8
7 1
2 5
9 1
10 1
10 6
10 2
1 4
7 1
8 9
2 7
10 3
6 9
8 7
5 7
5 5
3 6
8 10
8 2
9 3
5 10
6 6
1 10
5 5
1 1
4 4
8 10
3 1
7 4
1 9
4 2
1 9
9 3
9 5
8 5
10 5
1 10
2 4
6 2
3 9
10 4
1 3
2 5
3 10
6 7
4 6
18 16 93
20 13 79
17 17 69
12 15 84
10 20 94
12 12 94
20 13 98
16 18 53
16 18 66
11 11 69
15 13 67
16 14 88
19 14 84
18 10 85
14 18 58
17 16 66
14 20 69
17 15 84
18 16 80
11 13 83
16 14 69
11 14 94
11 20 82
11 18 73
12 17 84
16 20 81
12 12 60
20 12 95
20 19 79
20 16 62
11 15 50
11 14 53
11 13 92
13 12 60
17 13 93
19 11 62
14 15 62
13 10 100
10 12 63
11 11 83
11 12 89
10 19 79
20 15 80
16 20 62
12 19 81
18 19 60
10 13 55
11 10 77
13 12 58
18 14 89
14 11 78
15 17 100
10 11 66
10 17 74
20 13 75
10 16 52
14 18 96
13 18 57
14 13 89
16 18 91
17 19 54
18 10 55
20 16 54
15 11 70
13 11 89
15 15 51
12 19 64
20 17 64
18 17 98
17 20 66
14 15 98
12 15 76
17 10 98
15 19 63
16 12 91
10 11 60
12 10 96
12 15 82
18 14 80
11 14 71
19 16 58
16 17 69
13 19 95
13 20 86
13 15 61
13 20 73
15 12 72
13 13 52
14 16 63
15 19 79
14 17 88
11 11 91
10 20 75
14 16 50
12 15 85
14 20 99
12 15 82
18 20 84
20 19 75
11 13 82
12 19 91
15 18 66
16 14 65
19 20 79
11 16 74
12 20 100
