29 58
7 5
3 5
5 1
6 8
1 2
3 3
6 5
6 9
3 10
3 5
5 10
8 2
6 2
5 10
7 5
9 6
9 1
10 6
2 2
10 2
4 4
5 9
4 3
2 7
7 2
1 8
8 9
8 5
6 9
16 19 96
14 18 89
10 14 54
13 19 76
18 19 97
18 11 86
16 18 76
15 10 71
20 16 65
10 18 67
18 15 54
18 19 98
12 10 94
12 17 75
20 10 94
20 13 80
17 19 82
12 13 60
10 16 88
15 11 65
10 10 100
13 17 61
18 10 89
10 15 94
20 10 60
15 10 64
20 20 92
19 18 72
14 11 72
17 13 88
20 13 57
20 12 54
13 17 70
19 16 66
18 19 82
19 18 99
13 17 73
14 18 75
16 20 89
15 17 52
20 15 67
18 16 88
16 12 85
14 14 80
18 11 95
11 11 92
11 20 81
17 18 86
13 11 56
15 11 65
17 13 61
12 12 60
17 11 95
19 15 52
14 20 85
12 17 61
20 13 98
16 14 98
