42 84
3 6
4 6
3 3
4 3
3 6
9 2
10 6
10 4
8 8
7 10
9 4
4 9
3 8
8 4
5 7
1 2
9 3
8 3
6 7
1 10
2 7
1 8
9 8
7 10
5 5
6 2
5 1
8 6
2 2
5 1
1 2
7 3
7 1
10 2
1 8
3 4
2 1
4 1
6 3
9 4
10 9
3 6
14 13 50
17 17 95
20 11 76
14 16 100
20 12 82
14 17 72
11 16 73
15 12 70
11 12 74
15 12 56
20 12 58
19 20 74
18 20 100
15 13 56
16 16 57
19 17 94
16 15 87
10 17 76
13 11 65
18 12 85
12 12 60
14 18 97
10 10 53
15 14 84
14 17 57
17 12 97
13 14 56
18 19 91
11 16 98
12 10 85
12 18 71
11 10 80
12 20 71
16 13 61
10 12 98
15 13 88
19 17 55
13 13 94
14 14 86
11 17 75
17 16 55
12 10 74
16 14 57
20 20 53
19 19 63
18 18 54
16 16 68
12 18 94
17 14 53
13 13 50
12 14 71
16 10 52
18 16 73
15 16 58
11 17 71
20 14 54
19 20 63
12 13 95
12 17 57
13 19 72
17 19 83
15 18 85
19 14 51
11 15 66
19 13 53
11 13 87
18 15 97
14 10 51
11 13 79
12 11 79
18 18 54
13 11 54
14 13 90
10 11 89
11 20 55
11 11 56
11 11 62
14 15 93
15 18 66
12 14 98
13 12 60
19 20 85
11 19 51
13 19 66
