40 80
5 3
4 5
10 7
4 6
6 10
3 3
3 4
7 3
2 7
1 8
9 2
5 10
7 1
6 2
8 4
7 9
8 1
5 7
7 10
6 7
4 2
8 8
10 5
4 3
3 3
10 10
9 3
8 2
10 10
8 3
1 7
8 8
5 7
2 1
1 9
6 9
2 7
1 9
4 3
4 2
11 18 69
20 11 71
16 11 72
17 18 92
15 20 64
20 20 74
15 19 98
12 12 55
10 20 83
12 13 91
11 19 79
19 10 55
20 18 75
20 10 53
13 13 54
15 10 66
19 18 65
13 16 50
18 13 96
20 19 83
12 20 86
15 10 87
20 11 57
12 16 52
16 12 73
13 13 58
20 10 92
15 14 96
16 18 83
16 12 78
18 11 75
19 18 52
11 14 68
15 10 98
17 19 80
11 16 74
12 14 99
15 16 67
13 13 92
20 20 74
20 17 56
11 20 95
14 16 50
12 13 74
11 18 51
11 11 81
19 19 62
17 12 87
11 18 54
17 18 86
12 18 85
18 14 62
12 18 53
13 13 60
19 15 60
16 14 98
20 12 59
20 12 93
13 14 86
20 15 56
12 17 79
18 18 55
10 17 98
18 18 87
20 15 70
14 12 79
20 16 56
11 18 93
10 11 57
19 16 69
13 17 71
18 10 54
18 16 73
15 18 70
14 13 91
18 15 63
13 14 83
12 18 76
14 15 56
19 13 99
