38 76
2 10
8 6
2 4
3 4
4 5
2 6
6 2
7 3
9 9
3 9
3 9
9 7
1 3
7 5
2 8
1 4
3 10
8 10
7 5
8 6
2 1
6 10
10 7
9 3
6 1
3 8
2 7
1 7
8 8
2 10
6 10
7 2
10 1
6 4
3 8
10 7
1 10
2 10
18 20 53
14 17 75
14 19 63
13 20 64
11 16 85
14 18 67
19 13 59
13 10 50
18 17 81
18 14 66
13 15 96
19 18 77
19 12 71
11 15 55
13 14 81
14 16 93
19 11 58
13 19 55
10 13 99
15 18 73
17 13 58
12 20 76
16 20 68
16 15 57
11 10 90
14 12 88
17 18 81
20 15 66
12 12 56
12 16 62
13 20 75
15 17 92
17 20 94
10 18 59
12 17 80
19 16 77
16 19 54
12 18 76
11 12 93
19 14 56
18 10 70
13 11 71
17 11 67
12 10 79
17 11 87
14 17 84
17 16 55
10 16 89
15 10 54
17 13 99
20 12 52
17 15 60
13 11 88
18 17 72
20 12 86
17 14 56
19 16 64
11 15 69
15 20 73
18 10 89
15 10 55
14 13 89
19 12 87
10 11 55
13 20 73
11 17 93
11 10 98
12 14 71
18 15 75
10 18 80
18 16 89
13 13 76
14 15 64
18 15 55
17 14 82
13 14 94
