48 96
3 1
1 1
4 10
10 7
3 7
10 2
1 3
6 8
9 1
1 6
7 6
2 2
2 7
1 8
8 9
7 9
5 10
1 2
3 7
4 2
9 5
9 3
1 10
9 7
9 4
1 1
7 4
4 2
8 1
9 4
2 6
3 10
10 7
3 8
1 1
6 7
10 6
9 5
8 1
8 5
9 2
7 2
6 7
2 5
5 1
7 6
1 4
4 8
11 13 67
14 14 54
10 20 84
13 15 51
17 15 96
10 10 75
18 10 100
14 14 85
19 16 67
18 13 55
19 16 52
10 12 91
20 13 57
16 18 74
12 20 100
13 17 86
11 10 70
16 10 68
18 17 89
17 18 75
16 16 71
15 20 93
11 16 85
14 19 64
17 16 93
12 20 53
14 18 72
17 17 69
17 17 72
12 15 58
13 18 63
17 20 67
18 17 76
15 11 65
14 20 54
12 16 73
13 18 74
10 16 89
14 19 78
11 19 94
17 17 80
14 17 73
12 14 81
13 10 96
11 19 50
11 12 86
16 17 62
15 10 70
15 19 88
18 15 75
14 20 53
19 12 86
13 12 95
13 10 71
18 19 97
16 18 71
13 15 68
14 12 57
12 17 78
13 19 52
16 16 66
14 11 86
20 17 59
14 16 74
18 14 86
17 18 94
20 19 88
13 20 58
17 19 86
11 17 82
12 20 72
14 16 84
18 13 91
10 20 84
13 12 85
17 11 55
18 11 100
13 11 81
20 20 77
18 17 75
15 15 80
12 11 58
10 13 80
19 16 70
13 16 96
16 19 58
17 18 85
15 13 94
16 11 89
11 15 88
14 12 87
16 12 50
20 11 50
15 11 54
17 16 80
13 20 97
