24 48
2 8
1 3
7 6
1 9
8 6
7 10
3 1
8 4
1 1
5 10
9 3
4 1
5 7
9 3
8 4
8 5
3 8
5 7
10 10
2 6
3 10
8 1
10 5
8 1
17 16 67
13 19 96
19 13 73
18 15 94
18 10 53
12 14 89
18 12 94
20 17 56
18 18 58
10 10 79
12 12 66
19 12 64
12 16 85
10 14 64
10 15 74
13 17 85
11 13 90
15 14 70
13 17 66
20 10 85
12 16 64
15 16 70
19 13 79
14 20 73
17 17 78
15 13 99
20 14 84
18 19 89
13 13 84
20 15 97
12 13 83
13 18 62
10 11 98
15 15 64
12 16 95
15 12 79
16 11 78
16 15 100
19 12 90
20 14 77
20 17 68
11 14 59
20 18 77
17 19 80
15 20 85
18 11 64
18 12 56
13 14 94
