37 74
2 9
6 8
4 2
7 10
4 4
10 3
6 10
9 10
10 10
5 5
7 3
7 5
10 2
2 1
10 8
4 1
3 9
10 8
10 10
6 1
3 7
1 9
3 2
8 4
1 4
4 2
1 5
6 8
10 6
7 1
8 2
10 8
6 5
5 3
9 5
7 1
2 5
13 18 58
12 14 79
14 11 77
13 11 52
14 16 53
20 11 50
18 19 90
11 19 68
15 14 98
17 11 54
14 14 76
17 14 90
17 15 73
12 20 71
18 17 93
20 15 74
12 15 51
14 10 58
10 19 89
17 11 91
14 15 82
18 20 79
16 13 94
14 19 51
14 12 85
19 12 66
14 16 71
19 10 96
11 20 87
19 11 77
17 16 58
16 11 50
20 14 71
15 10 87
17 16 96
17 15 62
20 18 86
19 15 81
19 18 81
14 14 72
14 14 56
12 19 91
14 18 99
11 13 67
18 19 71
13 17 55
17 18 52
12 20 72
20 19 50
17 16 63
19 16 52
13 18 52
18 12 57
17 20 88
15 18 92
12 15 69
19 19 80
11 17 56
14 11 66
17 17 91
10 16 96
13 18 70
17 13 79
18 20 80
15 20 79
18 17 75
17 18 85
15 10 61
17 12 56
15 16 87
16 12 52
18 16 88
18 14 85
20 10 58
