45 90
7 2
8 9
9 2
7 10
3 2
7 8
3 8
9 6
10 4
4 1
7 7
10 5
9 1
9 3
4 7
8 9
2 10
10 9
6 9
3 1
2 5
8 10
6 5
10 4
8 9
3 4
4 8
8 7
3 8
6 8
2 8
8 3
1 3
9 1
6 1
2 5
1 8
8 10
3 2
8 1
10 1
10 3
6 7
10 10
8 9
16 20 81
15 17 56
12 11 96
14 18 71
15 10 60
12 14 51
17 16 89
13 19 56
15 12 85
16 10 86
17 19 60
17 15 89
10 14 97
10 15 62
16 16 83
11 17 57
17 14 70
12 14 81
18 15 96
10 14 82
17 14 62
19 13 61
16 18 90
12 14 67
20 11 73
10 14 88
17 18 80
18 14 63
12 16 94
14 11 60
12 14 53
18 12 56
12 18 70
17 20 59
13 12 80
10 10 91
12 11 99
17 19 93
18 15 80
11 18 55
19 14 58
10 12 54
15 10 100
11 15 80
10 11 99
20 18 84
10 16 97
19 15 79
19 10 82
12 15 93
16 18 92
10 13 54
20 12 77
14 12 84
17 10 95
15 13 61
19 14 72
10 10 60
20 14 76
10 14 98
19 19 94
11 14 81
15 13 57
18 20 87
19 19 56
18 17 64
14 14 91
18 20 99
19 11 89
10 18 99
11 12 52
18 10 73
19 17 93
16 20 69
20 20 56
18 10 76
13 14 71
19 15 92
19 18 72
15 16 81
19 18 60
10 12 77
16 11 54
20 16 65
11 17 68
18 17 69
15 12 91
15 12 78
10 10 74
19 19 60
