33 66
6 6
8 2
6 6
8 10
8 10
4 5
6 6
8 9
4 9
3 5
1 2
8 9
1 8
10 1
3 3
2 1
9 2
10 2
6 5
4 10
7 4
2 5
4 1
6 7
9 1
1 4
9 3
2 3
7 9
2 3
1 2
9 5
2 3
10 19 51
14 20 58
12 11 97
12 11 86
14 10 96
12 11 97
18 12 81
19 14 69
13 11 60
18 12 81
20 20 53
13 20 64
19 19 69
12 18 93
16 14 72
13 20 89
18 12 51
15 15 63
16 20 82
14 16 80
15 14 87
17 20 75
16 17 91
20 11 53
11 15 70
18 19 83
19 12 53
12 19 61
15 16 68
16 16 93
17 11 65
18 10 58
18 15 72
10 10 62
17 15 61
10 17 89
15 16 87
10 15 59
15 10 56
13 11 86
15 14 64
13 20 92
20 11 85
20 18 74
11 19 77
10 16 55
19 10 89
12 20 69
19 17 75
11 17 70
14 17 99
13 15 68
17 14 67
20 12 85
12 17 50
17 20 50
19 11 59
13 17 75
17 15 71
17 17 53
14 17 72
19 12 78
11 17 93
14 16 95
11 10 81
15 15 87
