51 102
5 10
10 4
8 3
5 9
2 5
6 10
5 3
7 6
10 5
7 4
5 9
3 2
5 4
1 5
1 9
5 8
3 7
8 1
9 3
7 9
3 4
3 9
3 10
10 10
4 10
1 3
6 7
1 9
10 5
4 8
5 2
6 2
3 2
2 6
3 1
10 10
1 1
3 4
10 2
2 2
5 3
9 10
9 1
3 8
6 8
3 7
2 5
9 7
6 10
2 4
5 9
16 16 94
12 18 71
20 12 65
17 19 51
16 13 65
11 12 68
12 20 73
13 19 79
13 17 51
11 13 57
10 19 93
16 19 82
17 11 97
17 19 93
17 12 70
12 15 59
11 19 59
16 16 65
11 16 87
13 14 80
12 17 61
18 17 83
15 11 53
17 17 80
12 18 67
14 14 80
20 15 87
11 18 66
13 15 94
18 16 59
16 16 81
14 15 88
17 10 70
14 15 57
20 15 88
18 12 82
12 19 86
13 12 96
12 18 82
10 15 68
15 12 56
15 16 74
18 13 66
10 17 56
15 13 90
17 19 96
14 13 67
16 14 82
14 18 93
17 14 81
20 20 74
16 16 92
20 14 84
14 14 78
11 12 71
15 12 79
20 11 75
18 10 65
13 20 100
16 17 56
14 14 81
16 14 77
10 11 92
11 17 54
14 17 99
18 16 98
19 20 79
10 20 86
18 15 85
13 18 56
20 17 87
17 19 79
12 11 73
16 16 66
12 14 95
10 12 59
18 13 95
20 18 95
16 11 50
19 18 61
20 19 98
20 15 83
12 18 100
13 16 91
16 12 80
18 17 80
14 11 56
16 13 66
17 18 89
19 10 83
13 11 84
17 17 71
17 17 70
19 15 96
11 16 64
20 11 75
16 20 54
17 20 56
18 12 58
14 15 55
13 18 63
12 18 92
