31 62
1 10
2 10
10 1
8 4
5 10
6 6
8 10
4 8
8 4
9 2
9 6
5 8
1 5
4 9
9 3
6 6
1 3
1 4
8 8
8 6
9 8
3 7
1 6
6 4
9 2
10 10
5 8
1 6
7 7
6 9
6 10
12 17 98
11 12 96
20 12 81
11 15 70
12 12 95
15 12 52
15 10 64
14 16 86
17 13 89
13 19 99
14 18 99
14 15 76
17 16 83
20 13 86
13 15 84
15 20 51
10 14 66
15 10 77
14 11 77
19 10 90
12 19 62
12 10 86
13 19 86
15 11 55
11 10 73
15 14 99
18 20 90
12 11 53
10 18 52
18 20 56
12 14 71
15 12 98
10 16 64
17 17 67
18 20 81
11 14 83
20 15 65
12 10 91
14 16 92
11 13 53
11 13 96
14 14 76
13 11 74
17 15 92
12 18 51
14 16 95
10 19 67
15 16 55
12 14 92
11 10 91
13 19 79
12 13 87
12 15 88
17 10 59
13 10 72
15 16 78
18 17 92
18 13 96
13 20 90
19 15 65
17 11 60
19 11 75
