49 98
7 3
9 1
9 8
1 5
4 6
5 8
6 3
6 5
7 4
5 5
2 8
2 4
5 8
1 1
6 9
6 5
6 7
10 5
5 3
7 7
7 5
8 5
2 8
8 7
1 5
10 10
8 4
3 8
1 6
5 3
7 7
1 9
9 1
7 1
5 1
6 3
1 6
2 10
1 2
9 9
10 6
4 5
6 8
9 5
7 10
1 8
3 4
2 10
5 2
13 16 50
12 20 95
11 14 52
11 17 68
20 15 80
15 17 64
12 10 92
12 14 56
15 14 74
16 18 51
11 19 56
12 20 68
10 19 98
15 13 73
18 15 68
16 13 82
10 20 69
15 12 89
17 13 97
19 14 79
10 17 85
16 20 97
18 16 60
13 11 98
15 11 83
10 14 62
12 17 97
19 19 60
15 17 89
11 19 73
18 10 62
12 16 77
13 14 69
19 12 80
15 19 60
18 10 56
18 15 65
13 14 82
13 16 59
17 13 99
10 14 77
16 20 90
12 18 95
15 18 72
17 18 98
20 15 66
13 14 63
11 13 54
12 13 54
10 13 97
17 17 70
13 14 91
14 10 97
15 13 100
14 13 51
13 18 67
17 17 85
15 15 68
14 10 57
20 20 100
11 20 62
18 15 89
11 20 100
16 12 86
12 11 60
13 17 81
17 14 75
15 12 52
14 18 58
16 17 69
15 18 66
16 10 85
12 16 77
19 13 95
11 15 59
18 16 81
12 19 71
18 14 64
16 20 63
19 14 90
12 17 72
15 20 95
12 19 100
20 18 83
12 14 71
19 14 56
18 17 95
10 20 96
19 20 99
14 20 71
20 20 100
16 11 89
18 19 96
20 16 57
18 10 54
15 17 73
13 14 55
12 11 58
